action,appPackage,category,contactSignificantContext,numberUpdates,p1,p2,p3,p4,p5,p6,posted,postedDayOfWeek,postedTimeOfDay,priority,removed,response,subject
1,com.whatsapp,unknown,False,3,0.5738525999999999,2.2712950000000003,1.3949152,1.160582,0.2969481,-0.689515,1530560000000.0,Sat,evening,1,1530570000000.0,long,unknown
0,com.whatsapp,unknown,False,6,1.7612404,0.3449188,-0.23459342,0.8491433,0.26736063,1.0168546,1530560000000.0,Sat,evening,0,1530560000000.0,short,unknown
0,com.whatsapp,unknown,False,3,0.7749090000000001,1.3257888999999998,0.90393806,0.92591584,0.26280412,-0.23509496,1530560000000.0,Sat,evening,0,1530560000000.0,immediate,unknown
1,com.whatsapp,msg,False,16,0.70403165,0.76457816,0.0622273,0.35628414,0.07741284,1.7593998,1530560000000.0,Sat,evening,1,1530570000000.0,medium,unknown
1,com.whatsapp,unknown,False,16,-0.14778732,1.8415877,0.7329002,-0.08165383,0.13046989999999994,1.1208843000000002,1530570000000.0,Sat,evening,1,1530570000000.0,medium,unknown
1,com.whatsapp,unknown,False,14,1.1281343000000001,-0.22552502,0.2148574,0.81696546,0.002027836,0.84177935,1530570000000.0,Sat,evening,2,1530570000000.0,medium,unknown
0,com.facebook.orca,msg,False,17,0.32694057,1.1243914,2.559116,-0.28849968,-0.19450578,0.037591875,1530570000000.0,Sat,evening,-2,1530570000000.0,immediate,unknown
0,com.google.android.googlequicksearchbox,unknown,False,15,-0.27123514,1.1315027,0.7912704,0.7052501,-1.0753529,0.06859172,1530570000000.0,Sat,evening,-2,1530570000000.0,short,unknown
0,com.google.android.googlequicksearchbox,unknown,False,7,-0.3151702,1.4670372999999999,0.99349344,0.042931598,-1.3668129999999998,0.17405418,1530570000000.0,Sat,evening,0,1530570000000.0,short,unknown
1,com.facebook.orca,msg,False,11,1.1542028999999998,0.29664573,2.0220797,0.32758933,0.16100676,0.29686686,1530570000000.0,Sat,evening,0,1530570000000.0,medium,unknown
1,com.whatsapp,unknown,False,9,-0.780859,2.6108387000000004,2.749936,0.37753996,1.0313482,-0.8006833999999999,1530570000000.0,Sat,evening,0,1530570000000.0,medium,unknown
0,com.google.android.googlequicksearchbox,unknown,False,7,0.17310060000000002,0.8254693000000001,0.3744327,0.14830111,-0.83995354,0.2272105,1530570000000.0,Sat,evening,0,1530570000000.0,short,unknown
1,com.whatsapp,msg,False,8,2.0095446,1.4057939,0.45241237,1.6831148999999999,0.4350147,0.73485416,1530570000000.0,Sat,evening,1,1530570000000.0,medium,unknown
1,com.whatsapp,unknown,True,2,0.43232077,0.42557555,-0.69130176,-0.31060553,0.39417648,0.97817135,1530570000000.0,Sat,evening,1,1530570000000.0,medium,unknown
1,com.google.android.googlequicksearchbox,unknown,False,0,0.05137165,0.88524747,0.10269367,-0.34357882,0.06653863,2.0980172,1530570000000.0,Sat,evening,0,1530570000000.0,medium,unknown
1,com.whatsapp,msg,False,6,1.2408876,2.3371692000000004,1.9858099999999999,0.8164741999999999,-0.063150525,-0.57991165,1530570000000.0,Sat,evening,1,1530570000000.0,medium,unknown
0,com.google.android.googlequicksearchbox,unknown,False,36,0.34986252,0.74019074,0.16564089,0.13585846,-0.47597477,0.55933577,1530590000000.0,Sun,night,0,1530590000000.0,short,unknown
0,com.whatsapp,unknown,False,1,0.37730423,0.44036922,-0.76156855,0.14622508,1.0119977,1.0717311999999999,1530600000000.0,Sun,night,-1,1530600000000.0,medium,unknown
0,com.freeletics.lite,unknown,False,36,1.5536292,-0.11438421,0.041959174,1.2911104,-0.13146862,0.6941554,1530600000000.0,Sun,night,1,1530600000000.0,medium,unknown
0,com.whatsapp,unknown,False,4,-0.14787617,-0.6172824,-0.2922821,0.037730942999999996,0.38479640000000004,1.3494468000000002,1530600000000.0,Sun,morn,2,1530600000000.0,medium,unknown
1,com.whatsapp,unknown,False,1,-0.28004766,1.1433737,-0.18159598,0.74833935,0.8218976999999998,-0.16997424,1530600000000.0,Sun,morn,1,1530600000000.0,medium,unknown
1,com.freeletics.lite,unknown,False,39,0.5366231,0.5622296999999999,-0.61829394,-0.001295228,0.28995797,0.3565293,1530600000000.0,Sun,morn,1,1530600000000.0,medium,unknown
0,com.whatsapp,unknown,False,22,-0.46667734,0.44795313,-0.22407058,0.7718457,0.9983992,0.30766246,1530600000000.0,Sun,morn,0,1530600000000.0,medium,unknown
1,com.whatsapp,unknown,False,12,0.07587406,-0.44220329999999997,0.2220672,0.9596928,0.64834064,0.83787435,1530600000000.0,Sun,morn,0,1530600000000.0,medium,unknown
0,com.whatsapp,unknown,False,2,-0.79743236,0.4234093,0.61218435,-0.8346463,0.47989455,0.41436616,1530600000000.0,Sun,morn,0,1530600000000.0,medium,unknown
0,com.facebook.orca,unknown,False,22,1.0278738,-0.2189016,0.76588583,-0.49421605,0.10298315,-0.6954355,1530600000000.0,Sun,morn,-2,1530600000000.0,medium,unknown
0,com.whatsapp,unknown,False,9,-0.0924901,-0.59785753,-0.9689776,0.5652919,0.63876593,0.5848392,1530600000000.0,Sun,morn,-1,1530600000000.0,medium,unknown
1,com.whatsapp,unknown,False,1,-0.37067538,-0.71642286,-0.41810325,-0.01383369,0.6871376,0.9040466,1530600000000.0,Sun,morn,0,1530610000000.0,medium,unknown
1,com.whatsapp,unknown,False,6,-0.604353,1.7056843000000002,1.836611,0.111985266,0.5312650999999999,-0.7272989000000001,1530600000000.0,Sun,morn,0,1530610000000.0,medium,unknown
0,com.facebook.orca,unknown,False,16,-0.7588550999999999,0.86111027,0.48934758,-1.5939426,0.5361951,-0.34640673,1530600000000.0,Sun,morn,0,1530610000000.0,medium,unknown
0,com.bskyb.sportnews,unknown,False,10,-0.6597951,0.2859453,0.5223768,0.0034950640000000004,0.5481071,1.0426084,1530610000000.0,Sun,morn,0,1530610000000.0,medium,unknown
0,com.whatsapp,unknown,False,4,-0.7678436,0.6602255,-0.79003185,-0.8484021,0.6186913,0.15905952,1530610000000.0,Sun,morn,0,1530610000000.0,medium,unknown
0,com.google.android.googlequicksearchbox,unknown,False,28,0.6375557,-0.12396609,-0.78880215,0.23549597,-0.6107179,0.5173196,1530610000000.0,Sun,morn,-2,1530610000000.0,medium,unknown
0,com.whatsapp,unknown,False,13,0.11668016,0.17551735,-0.95223737,0.64180666,1.3360618,1.8741506,1530610000000.0,Sun,morn,0,1530610000000.0,medium,unknown
1,com.whatsapp,unknown,False,22,0.47493148,0.31948692,0.65593237,1.3441944,0.6330336,1.7756087,1530610000000.0,Sun,morn,0,1530610000000.0,medium,unknown
1,com.whatsapp,unknown,False,18,0.35294193,0.07600016,-0.07217578,0.6370015,0.86898667,1.5980166999999998,1530610000000.0,Sun,morn,0,1530610000000.0,medium,unknown
0,com.whatsapp,unknown,False,2,-0.34706506,0.82361555,-0.7800266,0.015885454,1.1192031999999998,0.810685,1530610000000.0,Sun,morn,2,1530610000000.0,medium,unknown
0,com.bskyb.sportnews,unknown,False,8,-0.5952629,0.7165125,1.4210826,-0.4257326,-0.11938405,1.0293376,1530610000000.0,Sun,morn,0,1530610000000.0,medium,unknown
0,com.google.android.googlequicksearchbox,unknown,False,15,-0.34385785,-0.40990046,-1.3922911,-1.7137668000000001,0.03156444,0.47941747,1530610000000.0,Sun,morn,0,1530610000000.0,medium,unknown
0,com.whatsapp,unknown,False,12,0.07710366,0.30991945,-0.81822157,1.3333924,0.8734881999999999,0.4220678,1530610000000.0,Sun,morn,0,1530610000000.0,medium,unknown
1,com.whatsapp,unknown,False,0,-0.93944114,1.1011988000000001,0.082839765,-0.46779355,0.45699444,0.23008648,1530610000000.0,Sun,morn,1,1530610000000.0,medium,unknown
0,com.whatsapp,unknown,False,15,0.012423785,1.6781800999999998,-0.17656726,1.0120245,1.0498874,-0.62174183,1530610000000.0,Sun,morn,0,1530610000000.0,medium,unknown
1,com.whatsapp,unknown,False,2,0.16570503,-0.17787218,0.7166686999999999,-0.5524916,-0.20411006,0.21102849,1530610000000.0,Sun,morn,0,1530620000000.0,medium,unknown
1,com.whatsapp,unknown,False,20,1.0482041,0.27708226,-0.21685961,1.0422895,0.7498961,0.33043918,1530610000000.0,Sun,morn,1,1530620000000.0,medium,unknown
0,com.whatsapp,unknown,False,1,-0.45543244,1.889311,1.1541853000000002,0.09257783,0.5273467,-1.0893103000000002,1530620000000.0,Sun,morn,0,1530620000000.0,medium,unknown
1,com.whatsapp,unknown,False,3,0.043281972,0.08235926,-0.56813693,-0.012610991,0.8053866,-0.198562,1530620000000.0,Sun,morn,0,1530620000000.0,medium,unknown
0,com.whatsapp,unknown,False,10,-0.55653965,-0.9903205,-1.2974493999999999,1.3300818,1.0874747,0.3460341,1530620000000.0,Sun,morn,0,1530620000000.0,medium,unknown
0,com.facebook.orca,unknown,False,2,-0.517989,-0.40782082,-0.19477886,-0.18333055,0.41816965,-0.014231938999999999,1530620000000.0,Sun,morn,0,1530620000000.0,medium,unknown
0,com.whatsapp,unknown,False,6,1.9015406000000004,-0.13693726,0.6932676,0.8190884,-0.055089016,-0.7440116,1530620000000.0,Sun,afternoon,0,1530620000000.0,short,unknown
0,com.google.android.googlequicksearchbox,unknown,False,8,-0.12278671599999999,0.02684427,-0.7218343,-0.74541444,0.2642679,0.26582745,1530620000000.0,Sun,afternoon,0,1530620000000.0,medium,unknown
0,com.whatsapp,unknown,False,9,0.7324235,-0.31555396,-1.3524653999999998,0.9213565999999999,1.3244893999999998,1.4256871000000002,1530620000000.0,Sun,afternoon,1,1530620000000.0,medium,unknown
0,com.whatsapp,unknown,False,7,0.5577741,-0.12679195,1.4162028,-0.4079874,0.017095115,-1.1204447,1530620000000.0,Sun,afternoon,0,1530620000000.0,medium,unknown
0,com.whatsapp,unknown,False,9,0.46122536,0.98129165,-0.79839385,0.68009746,1.4800206,1.5097458000000001,1530620000000.0,Sun,afternoon,-1,1530620000000.0,short,unknown
0,com.whatsapp,unknown,False,10,0.41788706,0.36498126,-0.6850974,0.4314597,1.0505902,1.0174087,1530620000000.0,Sun,afternoon,0,1530620000000.0,medium,unknown
0,com.google.android.googlequicksearchbox,unknown,False,8,0.010674332,0.09627934,-1.0658353999999999,-0.47590056,-0.48448040000000003,0.018368546,1530620000000.0,Sun,afternoon,0,1530620000000.0,short,unknown
1,com.whatsapp,unknown,False,8,-0.38128155,0.64781654,-0.7673946,-0.28067777,1.3174839,1.4448471,1530620000000.0,Sun,afternoon,1,1530620000000.0,medium,unknown
0,com.facebook.orca,unknown,False,13,0.28748932,1.7026607,0.5174482,0.38067573,0.55871797,0.4376527,1530620000000.0,Sun,afternoon,0,1530630000000.0,long,unknown
0,com.whatsapp,unknown,False,13,-0.49356099999999997,1.3985163999999999,-0.5133396,-0.24209441,0.41716585,1.2806704,1530620000000.0,Sun,afternoon,0,1530620000000.0,short,unknown
1,com.whatsapp,unknown,False,15,0.97936445,0.010372424,-0.87422603,0.9491796,0.23487091,0.38142353,1530630000000.0,Sun,afternoon,0,1530630000000.0,short,unknown
0,com.google.android.googlequicksearchbox,unknown,False,7,2.1108618,0.58295614,0.05139351,1.3557945,0.9370377000000001,1.331377,1530630000000.0,Sun,afternoon,0,1530630000000.0,short,unknown
0,com.whatsapp,unknown,False,11,0.28670815,1.7600754,0.23404494,0.42689079999999996,1.5857542,1.0486733,1530630000000.0,Sun,afternoon,-1,1530630000000.0,short,unknown
1,com.whatsapp,unknown,False,10,0.62429637,1.8781271000000002,-0.40944707,0.2882854,1.2497897,2.032891,1530630000000.0,Sun,afternoon,1,1530630000000.0,medium,unknown
0,com.google.android.googlequicksearchbox,unknown,False,25,0.3414534,0.41241214,0.56012756,-0.07491806,-0.51858145,-0.28485146,1530630000000.0,Sun,afternoon,0,1530630000000.0,short,unknown
0,com.whatsapp,unknown,False,5,1.3836882,-0.13170052,-0.08318432,0.38369927,0.18067193,-1.1143142,1530630000000.0,Sun,afternoon,0,1530630000000.0,medium,unknown
0,com.android.incallui,msg,False,30,0.6607913000000001,0.4462699000000001,0.7046361999999999,0.038637232,0.579113,-0.5099073000000001,1530630000000.0,Sun,afternoon,0,1530630000000.0,medium,unknown
1,com.whatsapp,msg,False,12,1.5743661,0.5095489000000001,0.12942246,0.8391194,0.46598095,1.0176265,1530630000000.0,Sun,afternoon,1,1530630000000.0,short,unknown
0,com.whatsapp,unknown,False,10,-0.7956125,1.9624603999999999,0.67515206,-0.85426,0.44336990000000004,0.1341113,1530630000000.0,Sun,afternoon,0,1530640000000.0,long,unknown
1,com.whatsapp,unknown,False,4,-1.2882583,3.048978,1.2219276000000001,0.06335469,-0.41995713,-1.394947,1530630000000.0,Sun,afternoon,0,1530640000000.0,long,unknown
0,com.facebook.orca,unknown,False,11,0.32120436,0.6132385,0.14943126,-0.12781972,0.6142002,0.38173333,1530630000000.0,Sun,afternoon,0,1530630000000.0,medium,unknown
0,com.whatsapp,unknown,False,12,-0.045225404000000004,0.038501855,-0.9227208,0.38827926,1.395405,0.83080757,1530630000000.0,Sun,afternoon,0,1530630000000.0,medium,unknown
1,com.whatsapp,unknown,False,5,0.36637264,0.89922607,-0.36766762,1.5875667,1.0036171999999999,0.97040296,1530630000000.0,Sun,afternoon,1,1530630000000.0,medium,unknown
1,com.whatsapp,unknown,False,18,-1.115262,1.3945173,1.671643,0.6598901999999999,0.42005175,0.45975873,1530630000000.0,Sun,afternoon,0,1530630000000.0,short,unknown
1,com.whatsapp,unknown,False,2,-0.75815105,1.1034979999999999,-0.9376275,-0.6388195,1.0653515,1.3424046,1530630000000.0,Sun,afternoon,1,1530630000000.0,medium,unknown
1,com.whatsapp,unknown,False,7,-1.2897747,1.5986367,1.4708266,-0.16151796,0.8371472,0.47850382,1530630000000.0,Sun,afternoon,0,1530630000000.0,medium,unknown
1,com.whatsapp,unknown,False,14,-1.1820582,1.6726294999999998,1.6166348,0.5254533,0.6993354,-0.46222678,1530630000000.0,Sun,afternoon,0,1530630000000.0,medium,unknown
0,com.whatsapp,unknown,False,7,0.8110019,0.67598057,-0.5909515000000001,0.17381729999999998,1.3585348999999998,0.81591827,1530630000000.0,Sun,afternoon,0,1530630000000.0,short,unknown
0,com.whatsapp,unknown,False,16,-0.45258254,0.54825234,-0.3812099,0.72093236,1.5253341,1.297801,1530630000000.0,Sun,afternoon,0,1530640000000.0,medium,unknown
0,com.whatsapp,unknown,False,5,0.9913839,-0.5153603,-0.807992,1.653146,0.6601411,0.7320683000000001,1530630000000.0,Sun,afternoon,-1,1530640000000.0,medium,unknown
1,com.whatsapp,unknown,False,11,0.70809174,-0.47046018,-0.28383790000000003,1.0111706,0.34635875,-0.39586133,1530640000000.0,Sun,afternoon,0,1530640000000.0,medium,unknown
0,com.whatsapp,unknown,False,18,-0.35668644,0.7048350999999999,0.8919809000000001,1.1246943,0.6813203,0.99082917,1530640000000.0,Sun,afternoon,0,1530640000000.0,medium,unknown
1,com.whatsapp,unknown,False,9,0.028834837000000002,0.21886632,0.8436969999999999,0.2939384,0.16375802,0.83475494,1530640000000.0,Sun,evening,0,1530640000000.0,medium,unknown
1,com.whatsapp,unknown,False,20,0.46594638,0.26487812,-0.7363255,0.34742233,0.12686518,0.38108552,1530640000000.0,Sun,evening,1,1530640000000.0,short,unknown
0,com.whatsapp,unknown,False,3,-0.0349965,0.6647438,0.41642204,0.29669973,-0.1398063,0.291486,1530640000000.0,Sun,evening,0,1530640000000.0,medium,unknown
1,com.whatsapp,unknown,False,10,-0.026088996,2.0060594,2.4331967999999997,0.29077777,0.43494952,-0.8676296,1530640000000.0,Sun,evening,0,1530640000000.0,medium,unknown
0,com.whatsapp,unknown,False,1,-1.1165128999999998,2.8064134,2.3067502999999996,-0.032520767,-0.41880956,-0.6262052,1530640000000.0,Sun,evening,0,1530650000000.0,long,unknown
0,com.whatsapp,unknown,False,21,1.283612,-0.21906462,0.12885067,0.8648680000000001,0.08378610000000003,0.30727790000000005,1530640000000.0,Sun,evening,1,1530640000000.0,short,unknown
1,com.whatsapp,unknown,False,11,0.23655705,1.1299698,0.5742285,0.50563467,0.025183287000000002,0.040047284,1530640000000.0,Sun,evening,0,1530640000000.0,long,unknown
0,com.Slack,unknown,False,2,-0.34922102,0.75826925,-0.12173102,-0.19434936,0.22871968,1.2088053,1530640000000.0,Sun,evening,0,1530640000000.0,medium,unknown
0,com.facebook.orca,unknown,False,9,0.08791189,1.1132628999999998,0.27388779999999996,0.37075704,-0.42860004,0.38066098,1530640000000.0,Sun,evening,0,1530640000000.0,short,unknown
0,com.whatsapp,unknown,False,2,0.45714629999999995,1.5573645,-0.6727435,0.36144492,0.21679237,1.0720582,1530640000000.0,Sun,evening,0,1530640000000.0,short,unknown
0,com.whatsapp,unknown,False,2,0.79254025,-0.8039968000000001,0.64102054,0.18362461,-0.12024036,0.57045454,1530640000000.0,Sun,evening,0,1530640000000.0,medium,unknown
1,com.oneplus.deskclock,unknown,False,21,1.3709133999999998,1.1279142,0.57958525,0.5019982,-0.001280669,0.6770111,1530640000000.0,Sun,evening,0,1530640000000.0,medium,unknown
0,com.whatsapp,unknown,False,12,0.40107548,0.070359595,-0.90529764,0.6149760999999999,0.20555374,1.8115264,1530640000000.0,Sun,evening,0,1530640000000.0,short,unknown
0,com.whatsapp,unknown,False,7,-1.1104931999999998,1.6584115000000001,2.062786,-0.10284777,-0.34849975,-0.05781642,1530650000000.0,Sun,evening,0,1530650000000.0,short,unknown
0,com.facebook.orca,unknown,False,8,-0.6085398,0.24531958,0.024051077999999997,-0.43033776,-0.16006383,0.69943345,1530650000000.0,Sun,evening,0,1530650000000.0,medium,unknown
1,com.whatsapp,unknown,False,4,-0.33144367,0.8072439,-0.04281392,-0.09311624,0.1579602,0.49883807,1530650000000.0,Sun,evening,1,1530650000000.0,short,unknown
1,com.whatsapp,unknown,False,3,-0.6151644000000001,0.19549283,0.06777275,-0.28149673,0.097111374,0.6385003,1530650000000.0,Sun,evening,1,1530650000000.0,medium,unknown
1,com.whatsapp,unknown,False,1,-0.5196678,1.2098608999999998,0.5893185999999999,-0.26786175,0.3002393,-0.18965328,1530650000000.0,Sun,evening,1,1530650000000.0,short,unknown
0,com.android.incallui,unknown,False,32,1.446693,-0.44938064,0.23230723,1.0287992,-0.23795053,-0.39529824,1530650000000.0,Sun,evening,0,1530650000000.0,medium,unknown
1,com.whatsapp,unknown,False,17,-0.1557808,1.312034,1.5989518999999999,0.23456459,0.19233672,0.28294040000000004,1530650000000.0,Sun,evening,0,1530650000000.0,medium,unknown
0,com.google.android.googlequicksearchbox,unknown,False,20,-0.8107965,0.94135094,0.77764076,-0.9656225,-0.50466496,0.60914266,1530650000000.0,Sun,evening,0,1530650000000.0,short,unknown
0,com.whatsapp,unknown,False,2,0.90323836,1.0369424999999999,0.7000371,0.52055913,0.4966655,-0.5203857,1530650000000.0,Sun,evening,0,1530650000000.0,short,unknown
0,com.facebook.orca,unknown,False,31,-0.019885538,0.009137549,-0.010099284,-0.5957557,-0.6112588000000001,-0.39310738,1530650000000.0,Sun,evening,0,1530650000000.0,medium,unknown
1,com.whatsapp,unknown,False,25,1.5690848999999998,1.1314688,0.8753034,1.2100499,0.27875158,-0.00242864,1530650000000.0,Sun,evening,1,1530650000000.0,short,unknown
0,com.google.android.googlequicksearchbox,unknown,False,7,-0.65450096,1.2990214,0.49287963,0.014564391000000001,-1.1715156999999998,-0.13810506,1530650000000.0,Sun,evening,0,1530650000000.0,short,unknown
1,com.whatsapp,unknown,False,6,0.49591288,1.2595501,0.54875565,0.09280096,0.45959082,-0.8680728999999999,1530650000000.0,Sun,evening,0,1530650000000.0,medium,unknown
1,com.whatsapp,unknown,False,10,0.18694332,0.6969177,0.022916682,0.012579661,0.08445743,-0.14874041,1530650000000.0,Sun,evening,0,1530650000000.0,medium,unknown
0,com.whatsapp,unknown,False,3,-0.39226645,1.3446758,0.6352283000000001,-0.017265368,0.45742753,-0.12258914,1530650000000.0,Sun,evening,0,1530650000000.0,medium,unknown
0,com.whatsapp,unknown,False,12,0.6519226,0.22465327,-0.3256158,0.8725948,-0.14450383,1.0570773,1530650000000.0,Sun,evening,-1,1530650000000.0,short,unknown
0,com.google.android.googlequicksearchbox,unknown,False,19,-0.80664426,1.7611074,0.36227370000000003,-0.33681846,-1.0800482,0.5145821,1530650000000.0,Sun,evening,0,1530650000000.0,short,unknown
0,com.whatsapp,unknown,False,15,2.103366,0.06932305,-0.8806042,1.1156391,-0.04362866,0.102708265,1530650000000.0,Sun,evening,0,1530650000000.0,short,unknown
0,com.freeletics.lite,unknown,False,34,1.0586223999999995,0.22316915,0.14431697,0.8734915000000001,-0.1952155,0.17962489,1530660000000.0,Sun,night,-2,1530660000000.0,short,unknown
